label,prepro
0.0,fry cold pop flat rush not time wait wait fresh fish get come home cheeseburger go manager look receipt like wrong ask fresh fry refuse write receipt leslie bad customer service zero
0.0,use mobile app morning wait hear associate voice order order didn ask wante
0.0,ice cream smoothie order wrong shouldn
0.0,customer ask verify mobile order number try steal food white person
0.0,place fall kiosk morning man register drive work
1.0,oh god love place wish hear single day like mcdonald freaking good chicken nugget want charge
0.0,mcd madison oak park il shamrock shake unable unwilling come triple cheeseburger meal pay la carte travesty stay away
1.0,employee commendable fast attentive nice far fast serve mcdonald drive experience courteous employee go extra mile deliver order say sorry take time service quick atmosphere good look like employee train good happy place come mcdonald year great service happy interaction employee hot fresh quarter pound burger delicious great fry drink
1.0,super busy food mickeydee good
0.0,disappointed mcdonald good service horrible not chance find food leave
1.0,omg absolutely adorable pleasantly innovative new mcdonald pull apart donut like honey bun krispy kreme baby absolutely delicious
0.0,time beggar ask buy food use phone stick hand face inside car ask money panhandling legal oak park not right harass get food oak park government panhandle illegal people people face harass verbally abuse god forbid people pull knife gun customer location busy crowd long wait time half time food cold
1.0,courteous friendly clean fast excellence service
1.0,genuine mcdonald og mornung
1.0,
0.0,bad mcdonald location ie morning manager particularly bad rude dismissive
0.0,quality food change product entirety
0.0,stop mcdonald small carmel frappe extra carmel blueberry muffin car drive young lady ask move window sit little come window go window woman stand say good morning try hand cash say don money point window walk away window extremely rude say umm excuse mam come window instead jasmine ramirez come window instead insist drive window employee w money fault employee wasn window car approach drive jasmine ask u order explain order say don carmel frappe ask woww wouldn employee mention apologize say employee get didn knowmore ex
0.0,problem people solicit ask money guy rip pant inside shirt shoe approach start size mcdonald busy quiet moment owner franchise need actually enforce solicitation policy try come
0.0,long white hair sandwich food old not bother reorder m dumb go ve right
1.0,excellent food excellent service
0.0,avoid location costsnot employee wear mask glove hairnet line drive watch hand bag car driver check give wrong order happen able staff member retrieve previous customer get window pickup want bag say ask order redone want debate issue finally ask refund food go possession come customer spoil throw industry standard especially today environment care safety
0.0,slow service wait food different customer come order wrong wait minute mcchicken sandwich
0.0,want order wrong place ve time time order wrong
0.0,location iffy time high turnover rate train new hard continuity u new worker week
1.0,fast service time hot food
1.0,slow inside order focus drive people inside overall okay maybe depend day come
0.0,mcdonald appleton wisconsinnot oak park food use bethe fries tasty like cook old cooking oil cold disappointed meal go tell see order fry sit heat lamp tell employee wait new hot give taste hot sti
0.0,waste good location cashier broken kiosk forget
1.0,shoe store nice clean shoe place customer service terrific problem size dress shoe woman
1.0,kid love
0.0,ve get order incorrect time normally order thing time steak cheese bagel mango smoothie time give sausage bagel time give sausage bagel egg cheese time give steak cheese bagel egg try number receipt go corporate number return
0.0,rude slow
0.0,good location fresh food clearly anymore nugget pour drink twice taste like pure syrup water settle not want drink ask customer kind sauce want not bag get nerve catch attitude ask will not go location
1.0,use app deal location clean orderly service polite order accurate ask happy meal
1.0,great food service
1.0,long line s mcdonald sell crack mean beef patty special sauce sesame seed bun problem lie big order drive hold line sure get order not want inside drive dilemma
1.0,order food typical mcdonald special order correct slight wait manager give free holiday pie dessert hassle excellent customer recovery service
0.0,cheeseburger bag not realize get home answer phone
0.0,employee busy window licking order correct
1.0,miss place serve breakfast early onset covid virus wait grab sausage biscuit sandwich yesterday stop have march great sandwich fast place eat quick bite
0.0,go drive poor customer service late night pm understand wait minute order churn lesson learn chicken tender time
0.0,think nice stop mcdonald dint want cook today place order young lady take payment nice friendly person hand food attitude problem ask cup holder look like steal hand food act like disturb mcdonald west madison street oak park m sorry day go bed choose work force work s career path choose fry cold old dint want drive ba cv k lesson learn lose customer
0.0,fly kitchen poor food sloppy look man supposedly manage notice filthy cup hand drink awesome employee notice give clean cup dirty restaurant poor management great woman supervisor
